name,company,year,Price,kms_driven,fuel_type
Tata Curvv SX,Tata,2020,"1,102,283","20,699 kms",Diesel
Toyota Fortuner Top,Toyota,2026,"4,753,935",700 kms,Diesel
MG ZS EV S,MG,2019,"879,912","31,405 kms",Diesel
Maruti Grand Vitara EX,Maruti,2026,"1,308,440","1,908 kms",Electric
Maruti Alto SX(O),Maruti,2022,"586,438","36,604 kms",Diesel
Toyota Fortuner SX,Toyota,2024,"6,367,975","16,709 kms",Petrol
Volkswagen Taigun EX,Volkswagen,2025,"1,029,238","6,483 kms",Diesel
Kia EV6 VXi,Kia,2019,"837,407","18,134 kms",CNG
Hyundai Verna SX,Hyundai,2026,"1,391,994","1,553 kms",Petrol
Skoda Kushaq Top,Skoda,2024,"1,333,139","5,972 kms",Diesel
Toyota Fortuner S,Toyota,2020,"3,504,352","3,216 kms",Petrol
Hyundai Verna Top,Hyundai,2021,"1,796,291","90,085 kms",Diesel
Toyota Fortuner EX,Toyota,2024,"5,861,694","12,078 kms",Electric
MG Astor ZX Plus,MG,2025,"854,928","11,611 kms",Petrol
Toyota Glanza LXi,Toyota,2023,"903,209","33,519 kms",Petrol
Toyota Glanza SX(O),Toyota,2023,"980,950","15,632 kms",Diesel
Renault Triber LXi,Renault,2021,"959,237","11,304 kms",Diesel
Hyundai Creta SX,Hyundai,2021,"2,533,378","60,335 kms",Petrol
Tata Tiago S,Tata,2019,"419,384","126,867 kms",Electric
Nissan Kicks EX,Nissan,2021,"1,136,703","28,072 kms",Diesel
Hyundai Creta ZX Plus,Hyundai,2019,"2,317,819","24,328 kms",Petrol
Volkswagen Tiguan ZXi,Volkswagen,2021,"1,303,656","6,530 kms",Diesel
Renault Kwid ZXi,Renault,2026,"766,926","1,411 kms",Electric
Volkswagen Tiguan Top,Volkswagen,2022,"1,397,156",627 kms,Petrol
Tata Curvv ZX Plus,Tata,2023,"994,806","32,407 kms",Petrol
Honda Amaze S,Honda,2023,"1,043,251","46,912 kms",Petrol
Skoda Superb EX,Skoda,2023,"907,755","37,870 kms",Diesel
Volkswagen Taigun EX,Volkswagen,2024,"851,185","33,091 kms",Diesel
Maruti Fronx Top,Maruti,2022,"745,064","43,354 kms",Petrol
Mahindra Bolero ZXi,Mahindra,2022,"1,479,082","15,061 kms",CNG
Tata Altroz S,Tata,2023,"800,595","10,125 kms",Petrol
Kia Sonet LXi,Kia,2024,"2,310,443","13,938 kms",CNG
Volkswagen Tiguan ZXi,Volkswagen,2019,"643,708","7,802 kms",Diesel
Hyundai Grand i10 Nios SX(O),Hyundai,2024,"1,186,675","7,294 kms",Electric
Nissan Kicks SX,Nissan,2026,"1,201,460","4,895 kms",Petrol
Honda City ZXi,Honda,2019,"1,160,691","6,563 kms",Diesel
Skoda Slavia LXi,Skoda,2022,"1,171,300","30,524 kms",Petrol
Renault Kwid LXi,Renault,2026,"806,035",65 kms,Petrol
Honda City EX,Honda,2024,"1,733,845","24,761 kms",CNG
Renault Kiger ZX Plus,Renault,2023,"848,191","30,136 kms",CNG
Maruti XL6 VXi,Maruti,2026,"1,071,294","4,333 kms",Petrol
Maruti Jimny Top,Maruti,2023,"1,314,326","14,928 kms",Diesel
Hyundai Tucson S,Hyundai,2023,"934,644","27,964 kms",Diesel
Honda Elevate SX(O),Honda,2024,"938,973","14,392 kms",Diesel
Volkswagen Virtus VXi,Volkswagen,2025,"1,677,969","12,014 kms",Electric
Hyundai i20 Top,Hyundai,2021,"1,112,532","8,108 kms",Petrol
Nissan Kicks ZX Plus,Nissan,2020,"1,311,276","38,233 kms",Petrol
Tata Punch SX,Tata,2026,"1,719,729",97 kms,Diesel
Mahindra XUV300 SX,Mahindra,2020,"1,019,486","83,155 kms",CNG
MG ZS EV LXi,MG,2025,"1,096,815","22,118 kms",CNG
Nissan Kicks S,Nissan,2021,"1,345,633","9,971 kms",Petrol
Renault Kiger ZXi,Renault,2019,"787,595","27,758 kms",Petrol
Toyota Fortuner ZX Plus,Toyota,2022,"5,432,138","35,934 kms",Petrol
Volkswagen Taigun ZX Plus,Volkswagen,2023,"1,007,148","12,644 kms",Diesel
Toyota Hyryder ZX Plus,Toyota,2020,"1,081,107","42,027 kms",Petrol
Hyundai Verna EX,Hyundai,2025,"2,331,346","1,394 kms",Electric
Honda Elevate LXi,Honda,2020,"1,173,490","129,336 kms",Petrol
Volkswagen Tiguan Top,Volkswagen,2020,"1,133,724","8,466 kms",Diesel
Maruti XL6 VXi,Maruti,2020,"1,036,225","16,041 kms",Diesel
Volkswagen Tiguan S,Volkswagen,2022,"770,925","9,421 kms",Petrol
Maruti Fronx ZX Plus,Maruti,2025,"878,490","13,795 kms",Diesel
Kia Carnival LXi,Kia,2020,"1,062,334","91,191 kms",Diesel
Kia EV6 Top,Kia,2025,"1,149,418","7,183 kms",CNG
Mahindra Bolero Top,Mahindra,2019,"1,105,629","97,078 kms",Petrol
Maruti Dzire S,Maruti,2022,"1,219,921","59,120 kms",Diesel
Renault Kiger ZXi,Renault,2024,"1,489,175","19,196 kms",Petrol
MG Astor VXi,MG,2019,"928,159","28,788 kms",Petrol
Maruti Dzire SX,Maruti,2023,"867,840","34,225 kms",Petrol
Honda City S,Honda,2021,"1,651,674",224 kms,Diesel
Mahindra Thar LXi,Mahindra,2024,"972,121","8,765 kms",Electric
Kia Carens SX,Kia,2023,"885,892",343 kms,Diesel
Honda City EX,Honda,2019,"1,244,359","97,932 kms",Petrol
Renault Kiger VXi,Renault,2021,"888,573","72,602 kms",Diesel
Toyota Hyryder ZXi,Toyota,2022,"873,758","39,424 kms",Petrol
Toyota Urban Cruiser ZX Plus,Toyota,2023,"1,147,335","12,496 kms",Diesel
Tata Curvv Top,Tata,2019,"894,681","104,309 kms",Diesel
Maruti XL6 LXi,Maruti,2021,"729,745","46,896 kms",Petrol
Maruti Swift ZX Plus,Maruti,2022,"1,373,406","44,627 kms",Diesel
Hyundai Creta SX,Hyundai,2022,"1,961,941","32,000 kms",Diesel
Nissan Kicks EX,Nissan,2023,"1,221,473","21,872 kms",Petrol
Toyota Glanza ZXi,Toyota,2019,"984,173","81,288 kms",Petrol
Honda CR-V VXi,Honda,2024,"1,319,693","3,453 kms",Petrol
Volkswagen Tiguan EX,Volkswagen,2025,"981,523","1,531 kms",Electric
Hyundai Exter SX(O),Hyundai,2025,"570,489","9,636 kms",Diesel
Hyundai i20 SX,Hyundai,2026,"1,151,336","1,210 kms",Petrol
Honda Elevate S,Honda,2026,"967,804","1,358 kms",Petrol
Maruti Jimny VXi,Maruti,2025,"908,312","3,249 kms",Petrol
Tata Punch ZX Plus,Tata,2024,"968,760","29,953 kms",Petrol
Skoda Slavia S,Skoda,2022,"1,616,022","13,508 kms",Petrol
Tata Harrier EX,Tata,2026,"5,394,316","1,259 kms",Electric
Kia Carens Top,Kia,2026,"1,123,849","2,467 kms",Petrol
Renault Kiger SX,Renault,2024,"1,483,852","1,865 kms",Diesel
Honda Amaze Top,Honda,2020,"812,753","43,959 kms",Petrol
Renault Kiger S,Renault,2019,"712,024","58,797 kms",Electric
Maruti Swift ZX Plus,Maruti,2019,"1,269,772","23,317 kms",Diesel
Maruti Celerio SX,Maruti,2023,"948,641","67,701 kms",Petrol
Volkswagen Taigun SX,Volkswagen,2020,"1,025,164","63,005 kms",Petrol
Hyundai Creta Top,Hyundai,2019,"1,789,108","2,483 kms",Diesel
Toyota Innova Crysta LXi,Toyota,2023,"1,243,279","29,367 kms",Diesel
Hyundai Verna SX,Hyundai,2023,"1,563,491","26,825 kms",Diesel
Tata Tiago VXi,Tata,2019,"541,400","67,285 kms",Petrol
MG Astor VXi,MG,2023,"682,941","19,915 kms",Petrol
Kia EV6 VXi,Kia,2019,"726,672","132,965 kms",Diesel
Tata Nexon SX,Tata,2026,"2,246,476",569 kms,Petrol
Kia EV6 SX(O),Kia,2026,"914,935","4,617 kms",Diesel
Honda City EX,Honda,2024,"2,323,131","16,649 kms",Petrol
MG ZS EV VXi,MG,2026,"1,184,165",735 kms,Petrol
Mahindra Bolero Top,Mahindra,2021,"1,046,181","102,470 kms",Petrol
Volkswagen Virtus SX,Volkswagen,2023,"1,585,404","41,622 kms",Petrol
Tata Nexon ZX Plus,Tata,2026,"2,702,898","4,475 kms",Petrol
Nissan Kicks EX,Nissan,2019,"693,869","136,343 kms",Petrol
Skoda Slavia S,Skoda,2026,"1,628,875",797 kms,Electric
Renault Kwid ZXi,Renault,2021,"558,079","3,073 kms",Petrol
Toyota Hyryder Top,Toyota,2024,"1,321,562","16,446 kms",Electric
Tata Harrier ZXi,Tata,2026,"5,032,802","4,531 kms",Diesel
Tata Tigor VXi,Tata,2025,"970,017","4,881 kms",Diesel
Nissan Magnite SX,Nissan,2025,"1,644,411","5,433 kms",Electric
Maruti Fronx LXi,Maruti,2019,"673,867","24,292 kms",Petrol
Nissan Kicks EX,Nissan,2019,"797,839","28,663 kms",Diesel
Nissan Magnite SX(O),Nissan,2021,"1,116,527","37,873 kms",Petrol
Toyota Urban Cruiser S,Toyota,2026,"1,256,504","2,497 kms",CNG
Skoda Superb Top,Skoda,2024,"757,338","9,081 kms",CNG
Mahindra XUV300 SX,Mahindra,2020,"865,272","7,228 kms",Diesel
Nissan Kicks VXi,Nissan,2022,"1,109,029","34,259 kms",Diesel
MG Astor ZX Plus,MG,2026,"1,025,161","4,010 kms",Petrol
Volkswagen Virtus SX(O),Volkswagen,2025,"1,418,266","8,224 kms",Petrol
MG ZS EV EX,MG,2022,"1,268,688","32,543 kms",Diesel
Kia EV6 EX,Kia,2019,"691,540","83,237 kms",Diesel
Maruti Celerio SX(O),Maruti,2022,"1,115,669","96,924 kms",CNG
Honda Elevate ZXi,Honda,2024,"923,089","8,127 kms",Petrol
Toyota Fortuner ZX Plus,Toyota,2020,"4,498,016","28,669 kms",Diesel
Toyota Hyryder SX,Toyota,2022,"1,356,344","35,500 kms",Petrol
Nissan Magnite Top,Nissan,2025,"976,611","2,869 kms",Petrol
Honda Elevate SX(O),Honda,2026,"1,432,324","3,426 kms",Electric
Nissan Kicks VXi,Nissan,2021,"1,186,068","28,846 kms",CNG
Toyota Urban Cruiser SX(O),Toyota,2024,"908,136","6,181 kms",Electric
Maruti Swift VXi,Maruti,2025,"1,224,530","11,599 kms",Petrol
Renault Kwid VXi,Renault,2025,"493,188","4,684 kms",Diesel
Tata Safari ZX Plus,Tata,2020,"2,996,886","69,525 kms",Petrol
MG Astor Top,MG,2025,"943,584","4,245 kms",Diesel
Maruti Grand Vitara LXi,Maruti,2025,"878,218","3,323 kms",Petrol
Maruti Grand Vitara SX,Maruti,2020,"799,920","14,658 kms",Petrol
Tata Safari VXi,Tata,2022,"3,201,095","90,733 kms",Petrol
Honda CR-V SX,Honda,2020,"1,341,244","31,861 kms",CNG
Nissan Kicks SX,Nissan,2019,"808,406","67,133 kms",Petrol
Mahindra Scorpio Classic VXi,Mahindra,2024,"1,023,916","34,365 kms",Electric
Mahindra XUV300 LXi,Mahindra,2020,"856,267","105,356 kms",Diesel
Skoda Superb LXi,Skoda,2022,"834,019","26,438 kms",CNG
Toyota Hyryder VXi,Toyota,2026,"1,288,621","2,376 kms",Diesel
Kia Seltos SX(O),Kia,2023,"2,195,341","13,577 kms",Petrol
Nissan Magnite VXi,Nissan,2022,"1,145,977","10,716 kms",Electric
Toyota Urban Cruiser SX,Toyota,2020,"860,118","50,251 kms",Petrol
MG ZS EV ZXi,MG,2020,"1,244,540","35,902 kms",Diesel
Kia Carens LXi,Kia,2023,"1,070,925","29,973 kms",Petrol
Tata Tigor LXi,Tata,2022,"870,177","15,468 kms",Petrol
Maruti XL6 LXi,Maruti,2021,"892,800","95,350 kms",Diesel
Skoda Superb EX,Skoda,2026,"1,353,836","3,103 kms",Diesel
Toyota Glanza SX(O),Toyota,2025,"1,282,490","3,864 kms",Petrol
Renault Triber LXi,Renault,2021,"840,137","25,306 kms",Petrol
Volkswagen Tiguan ZXi,Volkswagen,2022,"997,600","22,401 kms",Diesel
Honda CR-V S,Honda,2019,"1,114,525","55,679 kms",Petrol
MG Hector S,MG,2019,"1,155,099","35,254 kms",Petrol
Nissan Magnite SX(O),Nissan,2021,"793,233","45,532 kms",Diesel
Tata Curvv SX,Tata,2021,"974,133","46,093 kms",Petrol
Honda Amaze ZX Plus,Honda,2023,"680,304","7,077 kms",Petrol
Maruti WagonR ZX Plus,Maruti,2026,"1,562,588","2,646 kms",Petrol
Toyota Innova Crysta VXi,Toyota,2021,"938,404","28,069 kms",Petrol
Renault Triber ZX Plus,Renault,2024,"1,012,127","11,900 kms",Electric
Honda City ZXi,Honda,2021,"1,228,000","38,074 kms",Diesel
Hyundai Verna ZXi,Hyundai,2026,"1,966,599","4,209 kms",Petrol
Mahindra Scorpio Classic ZX Plus,Mahindra,2021,"921,036","84,134 kms",Diesel
Renault Kiger ZXi,Renault,2022,"1,274,693","27,332 kms",Petrol
Nissan Kicks VXi,Nissan,2025,"1,367,582","1,733 kms",Diesel
MG Hector ZX Plus,MG,2026,"1,138,844","2,936 kms",Electric
Hyundai Venue EX,Hyundai,2022,"2,396,033","1,049 kms",Petrol
Renault Kwid EX,Renault,2026,"906,280","2,850 kms",CNG
Hyundai Verna S,Hyundai,2022,"1,341,239","59,687 kms",CNG
Nissan Magnite EX,Nissan,2022,"1,255,280","53,648 kms",Diesel
Mahindra XUV700 LXi,Mahindra,2021,"4,770,198","21,387 kms",Diesel
Skoda Slavia SX,Skoda,2019,"1,358,921","131,079 kms",Diesel
Volkswagen Virtus S,Volkswagen,2023,"1,458,506","30,194 kms",Diesel
Honda City Top,Honda,2024,"1,266,870","22,327 kms",Petrol
Maruti Celerio SX(O),Maruti,2021,"982,316","8,725 kms",Petrol
Hyundai Tucson ZX Plus,Hyundai,2019,"999,236","41,061 kms",CNG
MG Hector ZX Plus,MG,2025,"1,138,380","3,902 kms",Electric
Volkswagen Taigun LXi,Volkswagen,2020,"632,785","100,354 kms",Petrol
Toyota Glanza VXi,Toyota,2023,"985,863","27,046 kms",Petrol
Toyota Innova Crysta LXi,Toyota,2022,"1,093,295","51,302 kms",Diesel
Skoda Superb VXi,Skoda,2022,"776,931","16,642 kms",Petrol
Nissan Kicks Top,Nissan,2024,"969,281","37,804 kms",Electric
Maruti Alto VXi,Maruti,2023,"626,708","11,445 kms",Petrol
Toyota Innova Crysta ZX Plus,Toyota,2019,"728,986","129,583 kms",Diesel
Renault Kiger LXi,Renault,2022,"853,437","21,027 kms",Diesel
Mahindra XUV300 SX(O),Mahindra,2026,"1,022,727","3,188 kms",Petrol
Kia Carens VXi,Kia,2024,"1,464,582","21,684 kms",Diesel
Tata Altroz EX,Tata,2025,"942,531","8,018 kms",Diesel
Volkswagen Taigun S,Volkswagen,2021,"1,192,393","73,558 kms",Diesel
Skoda Kushaq VXi,Skoda,2025,"1,204,676","2,873 kms",Electric
Volkswagen Virtus ZX Plus,Volkswagen,2019,"1,681,583","107,333 kms",Diesel
Maruti Ertiga ZXi,Maruti,2025,"1,435,548","9,184 kms",Petrol
Hyundai Grand i10 Nios ZXi,Hyundai,2022,"991,856","12,654 kms",Diesel
Volkswagen Taigun VXi,Volkswagen,2022,"955,617","96,281 kms",Petrol
Volkswagen Virtus ZXi,Volkswagen,2020,"1,781,364","100,212 kms",CNG
Renault Kiger VXi,Renault,2023,"1,346,877","14,025 kms",Diesel
Kia Carnival SX,Kia,2019,"1,133,514","9,467 kms",Petrol
Kia Seltos ZX Plus,Kia,2024,"2,040,276","14,921 kms",Diesel
Tata Safari SX(O),Tata,2022,"4,562,440","10,083 kms",Petrol
Renault Kwid ZX Plus,Renault,2022,"558,112","27,590 kms",Petrol
Renault Triber SX,Renault,2019,"693,563",919 kms,Diesel
Hyundai Verna ZX Plus,Hyundai,2019,"1,297,539","21,810 kms",Petrol
Skoda Superb SX,Skoda,2020,"754,917","66,278 kms",CNG
Mahindra Scorpio Classic SX(O),Mahindra,2026,"1,188,419","1,620 kms",Petrol
Mahindra XUV400 S,Mahindra,2021,"823,168","27,341 kms",Diesel
Nissan Magnite ZX Plus,Nissan,2023,"893,431","12,480 kms",Petrol
Tata Curvv LXi,Tata,2020,"863,304","31,731 kms",Petrol
Skoda Kodiaq SX,Skoda,2026,"1,241,611","4,132 kms",Diesel
Hyundai Verna VXi,Hyundai,2024,"2,002,912","12,223 kms",Petrol
Tata Punch VXi,Tata,2019,"604,017","37,692 kms",Petrol
Hyundai Grand i10 Nios SX(O),Hyundai,2026,"1,193,473","2,135 kms",Electric
Tata Nexon ZX Plus,Tata,2023,"2,299,409","16,358 kms",Petrol
Hyundai Tucson SX(O),Hyundai,2024,"1,607,634","16,361 kms",Diesel
Mahindra Scorpio Classic Top,Mahindra,2020,"676,108","63,162 kms",Diesel
Skoda Superb VXi,Skoda,2023,"1,000,189","11,494 kms",Petrol
Honda CR-V ZXi,Honda,2022,"1,076,236","20,082 kms",Petrol
Hyundai Creta SX(O),Hyundai,2023,"2,169,117","24,750 kms",Diesel
Tata Safari VXi,Tata,2019,"3,975,755","96,864 kms",Petrol
Mahindra XUV700 ZX Plus,Mahindra,2020,"3,123,781","35,377 kms",Diesel
MG Hector SX,MG,2025,"853,392","12,461 kms",Petrol
Kia Seltos LXi,Kia,2021,"2,339,269","94,739 kms",Petrol
Nissan Kicks ZX Plus,Nissan,2021,"1,391,452","12,926 kms",Diesel
Nissan Kicks ZX Plus,Nissan,2022,"1,284,324","44,624 kms",Diesel
Toyota Urban Cruiser EX,Toyota,2021,"783,538","69,660 kms",Petrol
Hyundai Venue ZXi,Hyundai,2023,"2,477,184","13,577 kms",Petrol
Skoda Kodiaq LXi,Skoda,2026,"781,210","3,032 kms",Diesel
Nissan Kicks ZXi,Nissan,2023,"1,092,786","41,287 kms",Petrol
Tata Harrier SX,Tata,2021,"5,139,544","42,012 kms",Diesel
Volkswagen Taigun Top,Volkswagen,2019,"1,106,857","18,069 kms",Diesel
Tata Harrier LXi,Tata,2026,"3,163,233",479 kms,Petrol
Nissan Kicks ZXi,Nissan,2023,"1,116,810","47,134 kms",Petrol
Nissan Magnite SX(O),Nissan,2019,"742,765","113,955 kms",Diesel
Tata Safari S,Tata,2023,"2,899,299","39,033 kms",Diesel
Hyundai Venue ZX Plus,Hyundai,2025,"3,406,695","2,297 kms",Electric
Maruti Jimny VXi,Maruti,2025,"1,517,379","8,651 kms",Petrol
Honda Amaze S,Honda,2020,"655,593","88,215 kms",Petrol
Honda Elevate ZX Plus,Honda,2019,"985,515","79,712 kms",CNG
Maruti S-Cross ZXi,Maruti,2022,"1,220,869","23,922 kms",Diesel
Nissan Kicks ZXi,Nissan,2025,"889,510","8,867 kms",CNG
Maruti Jimny LXi,Maruti,2023,"924,875","15,137 kms",Petrol
Toyota Urban Cruiser EX,Toyota,2023,"889,703","39,758 kms",Diesel
Honda CR-V SX(O),Honda,2024,"802,908","17,359 kms",Diesel
Honda Amaze SX,Honda,2023,"1,239,392","38,376 kms",Petrol
MG Hector Top,MG,2021,"1,131,084","26,805 kms",Diesel
Kia Carens LXi,Kia,2026,"816,754","2,142 kms",Petrol
Mahindra Scorpio N EX,Mahindra,2022,"700,949","16,182 kms",Diesel
Volkswagen Tiguan SX(O),Volkswagen,2026,"1,107,828","3,769 kms",Electric
MG Comet EV LXi,MG,2019,"720,321","74,967 kms",Diesel
Renault Kiger LXi,Renault,2024,"984,452","18,876 kms",Diesel
Volkswagen Taigun LXi,Volkswagen,2023,"984,400","40,192 kms",Petrol
Volkswagen Virtus S,Volkswagen,2021,"1,127,087","9,071 kms",Petrol
Volkswagen Taigun ZXi,Volkswagen,2020,"1,128,660","37,557 kms",Petrol
Tata Altroz EX,Tata,2019,"624,692","2,484 kms",Diesel
Volkswagen Virtus ZXi,Volkswagen,2022,"1,309,632","9,715 kms",Diesel
Tata Tigor ZXi,Tata,2024,"1,472,743","29,780 kms",Diesel
Nissan Kicks ZXi,Nissan,2022,"887,211","20,843 kms",Petrol
Kia Carens ZXi,Kia,2021,"728,806","59,572 kms",Petrol
MG Hector EX,MG,2020,"1,129,753","3,418 kms",Petrol
Hyundai Exter SX,Hyundai,2025,"765,275","10,162 kms",CNG
Tata Nexon Top,Tata,2019,"2,231,420","18,645 kms",Diesel
Honda City SX,Honda,2026,"1,762,860","4,617 kms",Petrol
Renault Kwid EX,Renault,2023,"332,201","38,362 kms",Petrol
Skoda Kushaq EX,Skoda,2023,"1,485,276","2,929 kms",Petrol
Hyundai Aura ZXi,Hyundai,2020,"819,592","19,645 kms",CNG
Honda Amaze ZX Plus,Honda,2026,"1,204,565","2,804 kms",Electric
Honda City ZXi,Honda,2024,"1,683,413","24,262 kms",Diesel
Mahindra XUV300 Top,Mahindra,2022,"1,201,378","28,660 kms",Diesel
Volkswagen Virtus VXi,Volkswagen,2021,"1,336,609","39,203 kms",Petrol
Volkswagen Taigun LXi,Volkswagen,2022,"1,338,213","27,327 kms",Diesel
Renault Kwid LXi,Renault,2023,"528,003","14,770 kms",Petrol
Honda City SX,Honda,2021,"1,989,128","56,951 kms",Petrol
Volkswagen Tiguan SX,Volkswagen,2021,"643,094","8,231 kms",Diesel
Toyota Hyryder LXi,Toyota,2026,"1,370,192","3,826 kms",CNG
Renault Kwid SX,Renault,2019,"391,464","86,200 kms",Petrol
Honda Elevate EX,Honda,2024,"946,669","19,952 kms",Electric
Hyundai i20 S,Hyundai,2026,"762,457","1,196 kms",Diesel
Mahindra Scorpio Classic LXi,Mahindra,2019,"576,716","48,001 kms",Diesel
Skoda Superb VXi,Skoda,2023,"969,952","15,622 kms",Diesel
Tata Curvv EX,Tata,2019,"1,259,788","4,276 kms",Petrol
MG ZS EV S,MG,2023,"1,419,385",375 kms,Petrol
MG ZS EV Top,MG,2026,"1,449,892","3,577 kms",Diesel
Nissan Kicks LXi,Nissan,2021,"918,750","79,177 kms",Diesel
Maruti Celerio Top,Maruti,2023,"1,150,165","24,196 kms",Diesel
Honda Amaze EX,Honda,2020,"729,403","43,494 kms",Diesel
Nissan Kicks ZX Plus,Nissan,2025,"1,190,752","19,984 kms",Diesel
Honda City ZXi,Honda,2020,"1,403,177","44,475 kms",Petrol
MG Astor SX,MG,2023,"673,623","6,257 kms",Petrol
MG Comet EV LXi,MG,2021,"1,404,358","54,618 kms",Petrol
Skoda Slavia SX(O),Skoda,2023,"2,340,582","3,154 kms",CNG
Honda Amaze SX(O),Honda,2020,"805,733","85,431 kms",Petrol
Tata Tiago ZX Plus,Tata,2023,"449,800","2,709 kms",Petrol
Renault Kiger ZX Plus,Renault,2020,"1,046,841","13,031 kms",CNG
Skoda Superb ZXi,Skoda,2021,"1,157,195","105,372 kms",Petrol
MG Hector VXi,MG,2024,"700,382","1,697 kms",Electric
Nissan Magnite LXi,Nissan,2020,"1,179,048","65,186 kms",Diesel
Tata Curvv LXi,Tata,2019,"884,261","65,381 kms",Diesel
MG ZS EV VXi,MG,2025,"1,506,379","6,142 kms",Diesel
MG ZS EV Top,MG,2022,"893,809","52,827 kms",Diesel
Honda City SX,Honda,2021,"1,606,687","30,023 kms",Diesel
Mahindra Thar SX(O),Mahindra,2022,"717,576","31,870 kms",Petrol
Tata Harrier VXi,Tata,2020,"3,696,407","40,103 kms",Petrol
Renault Triber EX,Renault,2020,"964,373","52,528 kms",Diesel
Honda CR-V S,Honda,2023,"1,172,019","44,870 kms",Diesel
Honda City VXi,Honda,2023,"1,228,265","29,578 kms",Petrol
Maruti WagonR ZXi,Maruti,2026,"1,148,802","4,827 kms",Petrol
Honda City SX(O),Honda,2025,"1,950,923","11,684 kms",Petrol
Hyundai Exter LXi,Hyundai,2022,"780,587","54,627 kms",Petrol
Nissan Kicks ZX Plus,Nissan,2026,"730,779","4,027 kms",Petrol
Maruti Fronx LXi,Maruti,2023,"869,589","25,168 kms",Petrol
Volkswagen Tiguan VXi,Volkswagen,2023,"1,180,248","28,500 kms",Electric
MG ZS EV S,MG,2020,"797,350","129,334 kms",Diesel
Nissan Kicks Top,Nissan,2023,"1,296,134","13,959 kms",Petrol
Hyundai Alcazar SX,Hyundai,2021,"943,473",903 kms,Petrol
Volkswagen Tiguan SX(O),Volkswagen,2025,"1,094,382",910 kms,Diesel
Tata Altroz LXi,Tata,2024,"1,263,258","30,257 kms",Diesel
Nissan Magnite ZX Plus,Nissan,2019,"897,911","13,368 kms",Petrol
Mahindra XUV300 VXi,Mahindra,2023,"1,242,463","16,347 kms",Diesel
Volkswagen Virtus Top,Volkswagen,2024,"2,051,918","10,687 kms",Electric
Renault Kiger ZXi,Renault,2023,"804,239",340 kms,Diesel
Tata Safari SX(O),Tata,2020,"4,499,602","109,679 kms",Petrol
Maruti XL6 ZX Plus,Maruti,2021,"1,092,714","72,543 kms",Petrol
Tata Altroz LXi,Tata,2023,"1,225,750","3,176 kms",Petrol
Volkswagen Virtus EX,Volkswagen,2026,"1,865,905","2,004 kms",Diesel
Mahindra Scorpio N SX(O),Mahindra,2024,"1,360,423","35,237 kms",Petrol
Volkswagen Tiguan SX,Volkswagen,2019,"787,930","21,464 kms",Diesel
Hyundai Grand i10 Nios LXi,Hyundai,2023,"1,342,466","50,492 kms",Petrol
MG Hector SX,MG,2024,"1,239,643","27,113 kms",Petrol
Kia Sonet LXi,Kia,2025,"1,933,072","17,834 kms",Diesel
Tata Tiago SX,Tata,2019,"669,229","94,075 kms",CNG
MG Comet EV SX(O),MG,2024,"822,191","11,378 kms",Diesel
Honda Elevate SX,Honda,2023,"1,439,409","5,635 kms",CNG
Mahindra XUV400 ZX Plus,Mahindra,2022,"743,727","10,936 kms",Petrol
Nissan Magnite SX,Nissan,2020,"773,079","10,524 kms",Diesel
Hyundai Alcazar SX,Hyundai,2022,"676,860","24,785 kms",Petrol
Toyota Innova Crysta Top,Toyota,2024,"1,069,273","19,798 kms",CNG
Renault Kwid VXi,Renault,2022,"602,998","64,557 kms",Diesel
Mahindra Bolero SX,Mahindra,2019,"752,638","6,279 kms",Petrol
Mahindra XUV700 VXi,Mahindra,2026,"5,830,420","1,786 kms",Diesel
Toyota Urban Cruiser SX,Toyota,2026,"1,200,017","4,448 kms",Electric
Mahindra Thar SX,Mahindra,2021,"1,460,057","45,263 kms",Diesel
Maruti Jimny EX,Maruti,2026,"1,087,071","1,914 kms",Diesel
Maruti Alto SX,Maruti,2023,"658,864","16,458 kms",Diesel
Volkswagen Tiguan VXi,Volkswagen,2026,"1,401,781","1,446 kms",Petrol
Skoda Kushaq ZXi,Skoda,2021,"921,348","16,471 kms",Diesel
Nissan Magnite SX(O),Nissan,2022,"874,099","13,219 kms",Petrol
Toyota Urban Cruiser SX,Toyota,2020,"979,979","37,135 kms",Diesel
Nissan Kicks SX(O),Nissan,2022,"1,047,271","16,882 kms",Petrol
MG Comet EV LXi,MG,2020,"1,098,214","105,017 kms",Petrol
Honda CR-V VXi,Honda,2021,"660,606","22,501 kms",Petrol
Mahindra Bolero SX(O),Mahindra,2021,"747,606","49,589 kms",CNG
Kia Seltos S,Kia,2020,"1,971,631","2,522 kms",Diesel
Mahindra XUV400 Top,Mahindra,2022,"712,105","16,185 kms",Diesel
Toyota Glanza ZX Plus,Toyota,2019,"1,088,537","52,304 kms",Diesel
MG ZS EV VXi,MG,2020,"1,118,135","34,587 kms",Petrol
Renault Triber EX,Renault,2023,"1,059,700","20,218 kms",Petrol
Maruti Alto SX(O),Maruti,2024,"692,278",330 kms,Diesel
MG ZS EV VXi,MG,2026,"1,395,631","2,597 kms",Electric
Renault Kiger SX,Renault,2024,"1,037,688","9,853 kms",Petrol
Kia Sonet EX,Kia,2026,"2,474,545","1,788 kms",Petrol
Skoda Slavia LXi,Skoda,2025,"1,663,982","1,588 kms",Diesel
Skoda Kushaq SX(O),Skoda,2019,"1,052,441","52,159 kms",Petrol
