,name,company,year,Price,kms_driven,fuel_type
2101,Kia Carnival SX(O),Kia,2026,1387867,4138,Electric
2102,Kia Carens ZX,Kia,2025,1081414,1943,Diesel
2103,Nissan Kicks SX(O),Nissan,2026,1451419,2307,Petrol
2104,Toyota Innova Crysta,Toyota,2025,1070933,12791,Petrol
2105,Kia Seltos Top,Kia,2024,2039851,38138,Diesel
2106,Nissan Kicks EX,Nissan,2019,839669,20842,Diesel
2107,Mahindra Bolero Top,Mahindra,2021,883715,5936,Petrol
2108,Honda City SX,Honda,2024,1512465,7642,Petrol
2109,Nissan Magnite Top,Nissan,2021,610864,9072,Petrol
2110,Kia Sonet ZXi,Kia,2023,1645122,49898,Petrol
2111,MG Comet EV,MG,2024,1017156,22504,Petrol
2112,Mahindra Bolero ZXi,Mahindra,2023,766209,10294,Diesel
2113,MG Comet EV,MG,2024,1334266,1646,Diesel
2114,Maruti Baleno SX,Maruti,2021,932725,58977,Diesel
2115,Tata Punch S,Tata,2020,566762,68170,Petrol
2116,Volkswagen Taigun EX,Volkswagen,2021,1265026,38357,Petrol
2117,Nissan Magnite SX,Nissan,2020,1011336,98490,Diesel
2118,Hyundai i20 SX(O),Hyundai,2022,1511710,49976,Petrol
2119,Tata Altroz ZXi,Tata,2026,1100322,4162,CNG
2120,MG Hector SX(O),MG,2024,1544159,34956,Diesel
2121,MG Astor ZXi,MG,2026,722895,3989,Petrol
2122,Kia EV6 Top,Kia,2020,985074,9121,Petrol
2123,Toyota Urban Cruiser,Toyota,2023,964943,2487,Diesel
2124,Hyundai Creta SX,Hyundai,2022,2164869,32356,Petrol
2125,Toyota Fortuner S,Toyota,2020,4024693,18553,Diesel
2126,Nissan Magnite EX,Nissan,2024,940730,11112,Diesel
2127,Skoda Superb EX,Skoda,2026,1689956,1538,Electric
2128,Nissan Magnite SX(O),Nissan,2020,1004054,46920,Petrol
2129,Nissan Kicks ZXi,Nissan,2020,1185150,73815,Diesel
2130,Nissan Magnite SX,Nissan,2022,1339382,14766,Diesel
2131,Toyota Glanza ZXi,Toyota,2026,1398386,764,Petrol
2132,Mahindra XUV400 ZX,Mahindra,2024,1346873,32475,Petrol
2133,Nissan Kicks ZX,Nissan,2025,1265393,19755,Diesel
2134,Mahindra XUV300 S,Mahindra,2026,1572243,3048,Diesel
2135,Honda CR-V SX(O),Honda,2021,761327,62052,Diesel
2136,Mahindra XUV400 VXi,Mahindra,2024,1055045,6235,CNG
2137,Nissan Magnite S,Nissan,2026,1389959,3135,Electric
2138,Nissan Kicks ZX,Nissan,2019,1014678,142399,Diesel
2139,Hyundai Creta SX,Hyundai,2024,1759096,17306,Electric
2140,Mahindra XUV700 VXi,Mahindra,2026,3435542,1391,Petrol
2141,Volkswagen Taigun EX,Volkswagen,2026,1465656,3162,Diesel
2142,Honda CR-V ZXi,Honda,2021,1187697,96800,Diesel
2143,Kia Sonet SX,Kia,2024,2632278,28757,Diesel
2144,Mahindra XUV400 ZX,Mahindra,2020,745494,38973,Petrol
2145,Hyundai Creta VXi,Hyundai,2020,1670375,36179,Petrol
2146,Hyundai Verna ZXi,Hyundai,2019,1584262,70124,Diesel
2147,Hyundai Verna EX,Hyundai,2021,2095840,16898,Petrol
2148,Renault Triber VXi,Renault,2024,803074,36004,Diesel
2149,Skoda Kushaq Top,Skoda,2024,712079,48880,CNG
2150,MG Hector S,MG,2019,1008356,114966,Petrol
2151,Toyota Hyryder S,Toyota,2019,717715,67048,CNG
2152,Hyundai Aura LXi,Hyundai,2020,1022753,8101,Petrol
2153,MG Hector Top,MG,2024,1164855,22829,Petrol
2154,MG ZS EV,MG,2022,976421,64935,Petrol
2155,Tata Tigor EX,Tata,2022,1393835,20201,Petrol
2156,Renault Kwid S,Renault,2026,692501,3342,Diesel
2157,Nissan Kicks S,Nissan,2020,876608,39399,Petrol
2158,Nissan Magnite LXi,Nissan,2026,1454607,1400,Diesel
2159,Toyota Urban Cruiser,Toyota,2022,1170348,39366,Petrol
2160,Honda Amaze ZX,Honda,2025,1349192,5656,Petrol
2161,Mahindra XUV700 EX,Mahindra,2019,2516255,59214,Diesel
2162,Hyundai i20 SX,Hyundai,2024,1194794,26004,Petrol
2163,Mahindra Thar VXi,Mahindra,2020,1103448,63083,Diesel
2164,Renault Triber ZXi,Renault,2021,972264,41401,CNG
2165,Tata Tigor SX,Tata,2023,949564,722,Petrol
2166,Renault Kwid VXi,Renault,2026,409904,2368,Petrol
2167,Volkswagen Virtus Top,Volkswagen,2019,1815699,63273,Petrol
2168,Kia Sonet Top,Kia,2023,1986874,22943,Petrol
2169,Honda Amaze SX,Honda,2024,1339171,24283,Petrol
2170,Mahindra XUV300 S,Mahindra,2023,918306,27328,Diesel
2171,Kia EV6 SX(O),Kia,2024,1305514,10349,Electric
2172,Tata Tiago ZX,Tata,2026,668361,2039,Petrol
2173,Toyota Fortuner ZXi,Toyota,2026,4011501,1339,Diesel
2174,Maruti Fronx LXi,Maruti,2020,986218,95902,Electric
2175,Toyota Glanza ZXi,Toyota,2024,912787,9910,Diesel
2176,Hyundai Creta SX(O),Hyundai,2021,1439917,39384,Petrol
2177,Nissan Kicks ZXi,Nissan,2020,1178178,105295,Diesel
2178,Toyota Glanza Top,Toyota,2026,1096640,61,Petrol
2179,Honda CR-V VXi,Honda,2025,1195164,19541,Electric
2180,Kia EV6 ZXi,Kia,2020,619655,82800,Diesel
2181,Mahindra Scorpio Classic,Mahindra,2019,1176351,162499,Diesel
2182,Skoda Kodiaq Top,Skoda,2019,866831,84938,Diesel
2183,Skoda Superb ZX,Skoda,2023,1003808,1497,Petrol
2184,Toyota Urban Cruiser,Toyota,2021,1013611,65869,Petrol
2185,Hyundai Venue Top,Hyundai,2023,2244630,15174,Diesel
2186,Volkswagen Tiguan LXi,Volkswagen,2019,917433,43456,Petrol
2187,Toyota Hyryder LXi,Toyota,2025,772847,8156,Electric
2188,Hyundai Grand i10,Hyundai,2025,1006177,5129,Diesel
2189,Hyundai Creta Top,Hyundai,2019,1490069,99564,Petrol
2190,Renault Kwid EX,Renault,2019,585863,124057,Diesel
2191,Volkswagen Tiguan ZXi,Volkswagen,2026,1191183,4452,Petrol
2192,Maruti Grand Vitara,Maruti,2024,1593621,24704,Diesel
2193,Maruti Alto VXi,Maruti,2021,550297,73125,Diesel
2194,Mahindra Bolero EX,Mahindra,2024,1057296,15485,Diesel
2195,Mahindra XUV300 EX,Mahindra,2023,1123035,8541,Petrol
2196,Skoda Slavia S,Skoda,2019,1755515,76523,Petrol
2197,Nissan Kicks EX,Nissan,2020,767781,68896,Petrol
2198,Hyundai Grand i10,Hyundai,2023,1236104,6415,Diesel
2199,Nissan Kicks LXi,Nissan,2020,1153415,40160,Petrol
2200,Volkswagen Taigun ZX,Volkswagen,2025,672248,5486,Petrol
2201,Kia Carens S,Kia,2025,866688,764,Petrol
2202,Nissan Kicks SX,Nissan,2026,1670205,2115,Diesel
2203,Tata Altroz ZXi,Tata,2020,950305,17530,Petrol
2204,Tata Nexon ZXi,Tata,2026,2614716,4568,Petrol
2205,Tata Tigor ZX,Tata,2026,1785717,356,Electric
2206,Renault Triber SX(O),Renault,2026,1475902,1957,Petrol
2207,MG ZS EV,MG,2022,1300188,4138,Petrol
2208,MG ZS EV,MG,2026,1396001,2958,Petrol
2209,Tata Tiago SX(O),Tata,2021,430836,41367,Petrol
2210,Maruti Celerio ZX,Maruti,2020,1351728,110784,Petrol
2211,MG ZS EV,MG,2024,1248944,15044,Petrol
2212,Toyota Hyryder ZXi,Toyota,2022,1131184,38754,Petrol
2213,Honda City EX,Honda,2026,1976812,3295,Petrol
2214,Tata Safari VXi,Tata,2024,2903098,1497,Electric
2215,MG Hector VXi,MG,2021,1262250,14996,Petrol
2216,Volkswagen Virtus SX,Volkswagen,2019,1635516,9867,Diesel
2217,Kia Carnival S,Kia,2021,802985,26097,Petrol
2218,Honda Amaze ZXi,Honda,2022,1358375,28050,Petrol
2219,Skoda Kushaq S,Skoda,2024,1055430,34820,CNG
2220,Skoda Superb ZX,Skoda,2022,808590,28817,Petrol
2221,Mahindra XUV300 ZXi,Mahindra,2025,879717,14328,Petrol
2222,Kia Carens ZXi,Kia,2025,1351110,15187,CNG
2223,Honda City S,Honda,2026,1498325,4475,CNG
2224,Renault Triber Top,Renault,2023,1336829,19892,Petrol
2225,Skoda Kodiaq VXi,Skoda,2025,1254267,15744,Electric
2226,Tata Harrier ZX,Tata,2019,4749015,48370,Petrol
2227,Volkswagen Taigun SX,Volkswagen,2023,1617760,51328,Diesel
2228,Hyundai Grand i10,Hyundai,2020,620798,72936,Petrol
2229,Hyundai Exter SX,Hyundai,2023,395084,417,Petrol
2230,Kia Carnival SX,Kia,2019,620233,34169,CNG
2231,Volkswagen Virtus ZX,Volkswagen,2026,2013341,2620,Electric
2232,Maruti Grand Vitara,Maruti,2024,913925,21096,Electric
2233,Skoda Superb ZXi,Skoda,2023,900181,9898,Petrol
2234,Maruti Swift SX(O),Maruti,2023,997204,60539,Petrol
2235,MG ZS EV,MG,2026,807495,2362,CNG
2236,Kia Carnival SX(O),Kia,2022,756625,22875,CNG
2237,Tata Tigor EX,Tata,2023,1030350,34388,CNG
2238,Skoda Slavia SX(O),Skoda,2023,1615407,50932,Petrol
2239,Honda CR-V EX,Honda,2024,1339823,29055,Petrol
2240,MG Astor VXi,MG,2026,1030907,4321,Petrol
2241,Honda Elevate VXi,Honda,2021,833450,26107,Petrol
2242,Honda Amaze EX,Honda,2019,1000937,54494,Diesel
2243,Skoda Kushaq EX,Skoda,2025,1081049,6843,Petrol
2244,Renault Kiger LXi,Renault,2020,680942,128618,Petrol
2245,Maruti Dzire ZX,Maruti,2023,1030743,11341,Petrol
2246,Nissan Magnite Top,Nissan,2021,988399,67997,Diesel
2247,Skoda Kushaq SX,Skoda,2025,1140675,13991,Petrol
2248,Toyota Fortuner SX,Toyota,2019,4290107,16335,Electric
2249,Volkswagen Taigun SX(O),Volkswagen,2026,1386858,928,Electric
2250,Hyundai Exter ZXi,Hyundai,2020,726289,56029,Petrol
2251,Kia EV6 ZXi,Kia,2023,833600,42409,Petrol
2252,Tata Harrier VXi,Tata,2021,5266085,29500,Diesel
2253,Nissan Kicks VXi,Nissan,2025,778766,10582,Electric
2254,Hyundai Aura EX,Hyundai,2026,1310606,2456,Electric
2255,Volkswagen Taigun S,Volkswagen,2021,722233,44282,Diesel
2256,Skoda Kodiaq SX(O),Skoda,2024,1262058,2867,Petrol
2257,Volkswagen Tiguan S,Volkswagen,2025,832257,20022,Petrol
2258,MG ZS EV,MG,2021,1418299,41652,Petrol
2259,Hyundai i20 ZXi,Hyundai,2020,930672,35126,CNG
2260,Renault Kwid ZX,Renault,2019,551517,68164,Petrol
2261,MG ZS EV,MG,2025,1290207,745,Petrol
2262,Tata Altroz S,Tata,2023,1177373,46762,Petrol
2263,Tata Nexon S,Tata,2021,2044435,32427,Petrol
2264,Maruti Swift EX,Maruti,2026,951133,4360,Diesel
2265,Kia Carens SX(O),Kia,2026,984997,4949,Diesel
2266,Honda Amaze Top,Honda,2024,1235761,3864,Diesel
2267,Skoda Kushaq LXi,Skoda,2024,887759,7731,Petrol
2268,Nissan Magnite VXi,Nissan,2026,1010481,3818,Diesel
2269,MG Hector ZXi,MG,2024,1033675,8538,Electric
2270,Mahindra Scorpio N,Mahindra,2019,892980,127327,Diesel
2271,Renault Kwid ZXi,Renault,2021,524257,33783,Diesel
2272,Mahindra XUV700 EX,Mahindra,2026,5246239,2788,Electric
2273,Toyota Urban Cruiser,Toyota,2025,945932,2804,Diesel
2274,Renault Kiger VXi,Renault,2022,814222,15624,Diesel
2275,MG Astor S,MG,2021,692454,32537,CNG
2276,Skoda Kushaq LXi,Skoda,2026,1072428,415,Electric
2277,Maruti Dzire ZXi,Maruti,2025,1141011,9690,CNG
2278,Mahindra Thar SX,Mahindra,2020,1039456,13278,Petrol
2279,Kia Carens Top,Kia,2022,1163911,54299,Diesel
2280,Honda Elevate SX,Honda,2022,669109,46389,Petrol
2281,Nissan Kicks S,Nissan,2020,1135088,73615,Diesel
2282,Nissan Magnite SX(O),Nissan,2022,982484,77124,Petrol
2283,Renault Kiger SX,Renault,2022,1049396,25047,Petrol
2284,Maruti Jimny LXi,Maruti,2019,711417,74508,Diesel
2285,Toyota Glanza S,Toyota,2021,1133473,112917,Petrol
2286,MG Comet EV,MG,2025,1567729,2225,Diesel
2287,Volkswagen Tiguan VXi,Volkswagen,2021,777998,39105,Diesel
2288,Toyota Glanza SX,Toyota,2021,908653,13736,Petrol
2289,Tata Nexon ZXi,Tata,2023,3119222,27250,Petrol
2290,Volkswagen Tiguan ZXi,Volkswagen,2026,1160828,478,CNG
2291,Nissan Magnite SX(O),Nissan,2026,1502616,733,Electric
2292,MG Hector LXi,MG,2025,1454637,15833,Petrol
2293,MG ZS EV,MG,2019,1260214,2734,Petrol
2294,Skoda Superb VXi,Skoda,2021,1061245,10924,Diesel
2295,Honda Elevate VXi,Honda,2026,1489881,2042,Diesel
2296,Volkswagen Taigun VXi,Volkswagen,2022,1001682,33036,Petrol
2297,Kia Carens VXi,Kia,2020,944380,90059,Petrol
2298,Toyota Urban Cruiser,Toyota,2019,899157,84438,Diesel
2299,Hyundai Tucson SX,Hyundai,2026,1194414,2299,Diesel
2300,Volkswagen Taigun ZXi,Volkswagen,2026,1076619,3852,Petrol
2301,Renault Kiger ZX,Renault,2024,1106138,5304,Petrol
2302,Hyundai Grand i10,Hyundai,2022,863595,33476,Petrol
2303,Hyundai Venue ZX,Hyundai,2024,1948914,13076,Diesel
2304,Tata Curvv SX,Tata,2021,1194704,20115,Petrol
2305,Kia Sonet ZX,Kia,2025,3230458,10662,Electric
2306,Mahindra Scorpio N,Mahindra,2024,1197842,18891,Electric
2307,Renault Kiger ZXi,Renault,2022,1004542,78813,Petrol
2308,MG Astor ZXi,MG,2024,832315,24452,Diesel
2309,Hyundai Venue Top,Hyundai,2020,1836266,34832,Petrol
2310,Volkswagen Virtus S,Volkswagen,2026,2477983,1371,Diesel
2311,Skoda Slavia SX,Skoda,2023,1730770,40572,Petrol
2312,Honda CR-V SX,Honda,2025,1151462,20551,Diesel
2313,Renault Kwid S,Renault,2020,759818,37529,CNG
2314,Tata Altroz S,Tata,2023,1517776,55859,Petrol
2315,Renault Triber ZXi,Renault,2026,1150182,1595,Electric
2316,Toyota Glanza ZX,Toyota,2021,1100909,74367,Petrol
2317,Honda Amaze LXi,Honda,2026,1052955,1257,Petrol
2318,Toyota Innova Crysta,Toyota,2023,874563,33963,Diesel
2319,Mahindra Bolero ZX,Mahindra,2026,1452892,2903,Electric
2320,Toyota Urban Cruiser,Toyota,2024,1195354,38400,CNG
2321,Toyota Glanza ZX,Toyota,2023,894712,15647,Petrol
2322,Mahindra Thar VXi,Mahindra,2022,971683,50075,CNG
2323,Nissan Magnite LXi,Nissan,2024,704547,10898,Electric
2324,Hyundai Aura EX,Hyundai,2023,1180419,4908,Petrol
2325,MG ZS EV,MG,2021,833364,13410,Diesel
2326,Kia Seltos S,Kia,2020,1401254,42604,Diesel
2327,Renault Kwid VXi,Renault,2020,520647,118299,Diesel
2328,Skoda Superb VXi,Skoda,2026,921740,1176,Electric
2329,Tata Altroz LXi,Tata,2019,918315,96001,CNG
2330,MG ZS EV,MG,2024,1059257,39602,Electric
2331,Mahindra Thar SX(O),Mahindra,2019,906594,64446,Diesel
2332,Skoda Kushaq LXi,Skoda,2023,860456,34705,Petrol
2333,MG Astor ZX,MG,2020,684608,91070,Petrol
2334,Honda City Top,Honda,2020,1725560,105568,Diesel
2335,Tata Punch S,Tata,2022,1146911,23024,Diesel
2336,Nissan Kicks ZXi,Nissan,2022,1335846,15760,Diesel
2337,Maruti Fronx VXi,Maruti,2022,946894,32128,Petrol
2338,Honda CR-V SX,Honda,2020,685533,70359,Diesel
2339,Volkswagen Tiguan ZXi,Volkswagen,2026,1108057,3025,Petrol
2340,Skoda Kodiaq ZXi,Skoda,2026,1101445,1787,Petrol
2341,Kia Carnival S,Kia,2019,927520,38330,Diesel
2342,Volkswagen Virtus SX,Volkswagen,2019,994412,62469,Diesel
2343,Tata Harrier LXi,Tata,2026,4221384,569,Diesel
2344,MG Astor EX,MG,2025,1300597,4583,Diesel
2345,Renault Kiger VXi,Renault,2021,1035143,30604,Petrol
2346,Maruti Dzire S,Maruti,2021,971832,34480,Petrol
2347,MG Astor EX,MG,2020,780818,55528,CNG
2348,Mahindra XUV700 Top,Mahindra,2023,3278667,7516,Petrol
2349,Mahindra Scorpio N,Mahindra,2023,1052433,19960,Diesel
2350,Kia Seltos EX,Kia,2022,1228685,7885,Diesel
2351,MG Hector ZX,MG,2025,1334607,1288,Electric
2352,Kia EV6 Top,Kia,2022,1174196,10305,Diesel
2353,Maruti Jimny VXi,Maruti,2024,1345005,14259,Electric
2354,Maruti WagonR SX(O),Maruti,2022,616289,57828,Petrol
2355,Kia Carnival SX(O),Kia,2026,1157171,4553,Diesel
2356,Tata Tiago ZX,Tata,2024,708470,17545,Diesel
2357,Volkswagen Tiguan LXi,Volkswagen,2023,1169024,52742,Petrol
2358,Renault Kwid SX,Renault,2020,449345,59036,Diesel
2359,Toyota Urban Cruiser,Toyota,2023,1227005,10986,Petrol
2360,MG Hector S,MG,2020,717084,54055,Diesel
2361,Tata Nexon VXi,Tata,2021,1505984,55862,Petrol
2362,Skoda Slavia EX,Skoda,2025,2183580,15529,Electric
2363,Tata Punch SX(O),Tata,2026,1752689,3292,Diesel
2364,Maruti Brezza ZXi,Maruti,2021,817130,20524,Petrol
2365,Toyota Hyryder SX,Toyota,2023,1094912,12954,Petrol
2366,Tata Altroz ZXi,Tata,2024,1149592,27844,Diesel
2367,Honda Elevate S,Honda,2020,1027808,21788,Petrol
2368,Toyota Glanza ZXi,Toyota,2021,1308583,27337,Diesel
2369,Toyota Urban Cruiser,Toyota,2024,1443777,8596,Diesel
2370,Nissan Kicks EX,Nissan,2020,940405,48008,Petrol
2371,Renault Kwid S,Renault,2024,676913,15215,Petrol
2372,Skoda Kodiaq EX,Skoda,2019,874829,13664,Petrol
2373,Mahindra Scorpio Classic,Mahindra,2024,1070729,4286,Electric
2374,Mahindra Bolero S,Mahindra,2026,1077237,709,Electric
2375,Renault Triber EX,Renault,2025,1214081,12176,Petrol
2376,Skoda Kushaq VXi,Skoda,2024,846082,23854,Electric
2377,Honda Elevate SX,Honda,2019,915404,70297,Diesel
2378,Kia Carens LXi,Kia,2019,695119,153115,Petrol
2379,Maruti Fronx S,Maruti,2021,1505913,18722,Petrol
2380,Honda CR-V S,Honda,2020,1030915,29952,Diesel
2381,Nissan Kicks SX,Nissan,2023,1043593,5283,Diesel
2382,Volkswagen Virtus Top,Volkswagen,2023,2108458,15249,Petrol
2383,Mahindra XUV700 Top,Mahindra,2022,2826601,35698,Electric
2384,Renault Kwid Top,Renault,2022,353803,17350,Diesel
2385,Renault Kwid S,Renault,2020,412196,60245,Petrol
2386,Nissan Kicks S,Nissan,2021,1190648,24682,Petrol
2387,Skoda Slavia ZX,Skoda,2023,1750078,3552,Petrol
2388,Nissan Kicks SX(O),Nissan,2022,1157780,19172,Diesel
2389,Honda Elevate ZX,Honda,2020,1060023,8834,Petrol
2390,Mahindra Bolero LXi,Mahindra,2026,1312560,292,Petrol
2391,MG Astor ZX,MG,2025,1064488,14238,Diesel
2392,Skoda Superb ZX,Skoda,2023,978645,3678,Diesel
2393,Kia EV6 ZX,Kia,2025,1349515,16025,Electric
2394,Toyota Fortuner LXi,Toyota,2024,5779615,13143,Electric
2395,Toyota Urban Cruiser,Toyota,2025,953449,1783,Diesel
2396,MG Astor SX,MG,2026,802876,4403,Petrol
2397,Tata Safari ZX,Tata,2019,5034653,32357,Diesel
2398,Maruti WagonR VXi,Maruti,2022,1042449,50614,Diesel
2399,Mahindra Scorpio N,Mahindra,2020,950100,16229,Diesel
2400,Nissan Kicks LXi,Nissan,2026,1470331,3580,Petrol
2401,Maruti S-Cross SX,Maruti,2021,1175962,28568,Diesel
2402,Tata Tiago ZXi,Tata,2023,560432,32257,Petrol
2403,Honda Amaze VXi,Honda,2019,747263,21608,Petrol
2404,Tata Altroz VXi,Tata,2020,975708,35897,Petrol
2405,Honda Elevate SX(O),Honda,2020,1072139,89460,Petrol
2406,MG Comet EV,MG,2026,1191763,3511,Electric
2407,Volkswagen Virtus Top,Volkswagen,2026,1537493,3086,Petrol
2408,Renault Kwid SX(O),Renault,2026,675758,3900,Electric
2409,Tata Punch ZXi,Tata,2024,1270719,21938,Petrol
2410,MG Comet EV,MG,2023,1354915,30596,Petrol
2411,Honda City ZX,Honda,2026,1795975,335,Electric
2412,Volkswagen Virtus ZXi,Volkswagen,2025,1803967,2769,Petrol
2413,Volkswagen Virtus LXi,Volkswagen,2024,1915117,502,CNG
2414,Renault Kiger EX,Renault,2020,1116629,33086,Petrol
2415,Mahindra Thar ZXi,Mahindra,2020,1017571,65479,Petrol
2416,Kia Carens LXi,Kia,2026,1483081,2543,CNG
2417,Mahindra Bolero S,Mahindra,2025,1101253,16586,Petrol
2418,Maruti Brezza SX(O),Maruti,2020,717080,57422,Petrol
2419,Volkswagen Taigun EX,Volkswagen,2022,761587,98115,CNG
2420,MG Hector SX(O),MG,2026,1363816,3266,Petrol
2421,Honda Elevate ZX,Honda,2023,1057946,24115,Diesel
2422,Mahindra XUV700 VXi,Mahindra,2022,2811304,29976,Petrol
2423,MG ZS EV,MG,2023,1495270,56611,Diesel
2424,Honda City S,Honda,2025,1875247,397,Petrol
2425,Nissan Magnite S,Nissan,2022,1118845,6058,Petrol
2426,Renault Kwid VXi,Renault,2024,405976,7870,Diesel
2427,Nissan Kicks SX,Nissan,2025,779829,278,CNG
2428,Honda City SX,Honda,2021,1047874,68992,Petrol
2429,MG ZS EV,MG,2023,1164942,3112,Petrol
2430,Tata Nexon Top,Tata,2020,2240004,4620,Diesel
2431,Maruti Swift S,Maruti,2021,873044,70748,Petrol
2432,Nissan Magnite ZX,Nissan,2019,745260,64052,Diesel
2433,Renault Triber VXi,Renault,2026,1151518,3004,Petrol
2434,Skoda Kodiaq EX,Skoda,2025,1237597,16219,CNG
2435,MG Astor VXi,MG,2024,1119766,10234,Petrol
2436,Maruti Celerio ZX,Maruti,2023,658563,60200,Diesel
2437,Kia Sonet ZX,Kia,2026,2145587,1476,CNG
2438,Honda Amaze EX,Honda,2020,1059385,28072,Diesel
2439,Tata Tiago SX,Tata,2023,358010,37013,Diesel
2440,MG Hector S,MG,2025,1171967,12766,Petrol
2441,Skoda Kushaq ZX,Skoda,2021,989378,6215,Diesel
2442,Maruti Dzire Top,Maruti,2024,1084887,20853,Petrol
2443,Kia Carens Top,Kia,2020,935448,38132,Diesel
2444,Tata Punch SX(O),Tata,2019,1069416,28276,Petrol
2445,Honda Amaze LXi,Honda,2019,759517,78364,Diesel
2446,Mahindra XUV400 ZXi,Mahindra,2025,1302942,964,Petrol
2447,MG Comet EV,MG,2023,1225948,9364,Petrol
2448,Skoda Superb SX,Skoda,2026,861436,845,Diesel
2449,Skoda Superb EX,Skoda,2024,877441,15051,Diesel
2450,Tata Nexon LXi,Tata,2025,2303401,16163,Diesel
2451,Tata Tiago VXi,Tata,2020,576007,39044,Petrol
2452,Toyota Urban Cruiser,Toyota,2019,1033178,76488,Diesel
2453,Nissan Magnite LXi,Nissan,2019,999238,34029,CNG
2454,Renault Kwid LXi,Renault,2023,710037,40134,Diesel
2455,Honda Elevate ZXi,Honda,2020,852535,54651,Diesel
2456,MG Comet EV,MG,2021,1173504,21912,Diesel
2457,MG Comet EV,MG,2022,1364922,66626,Petrol
2458,Kia Carnival LXi,Kia,2021,1305988,55226,Petrol
2459,MG ZS EV,MG,2026,1521553,2194,Petrol
2460,Nissan Kicks SX,Nissan,2025,1168126,1907,Petrol
2461,Tata Harrier Top,Tata,2019,4010073,29961,Diesel
2462,Maruti Baleno LXi,Maruti,2019,885156,38499,Diesel
2463,Toyota Fortuner ZXi,Toyota,2021,4220084,44924,Diesel
2464,Skoda Superb Top,Skoda,2024,1093215,9678,Petrol
2465,Skoda Slavia ZXi,Skoda,2023,2023067,24595,CNG
2466,Honda Elevate ZX,Honda,2024,1204804,27569,Petrol
2467,Volkswagen Taigun LXi,Volkswagen,2019,1267433,34250,Diesel
2468,Mahindra XUV400 SX,Mahindra,2020,742544,54465,Petrol
2469,Mahindra XUV700 SX,Mahindra,2019,2944283,24249,Petrol
2470,Maruti Grand Vitara,Maruti,2026,1066394,868,Petrol
2471,Hyundai Exter SX,Hyundai,2020,464516,38970,Diesel
2472,Renault Kiger SX,Renault,2024,994892,16467,Petrol
2473,Maruti Dzire SX(O),Maruti,2019,1211074,6226,Petrol
2474,Maruti Fronx VXi,Maruti,2025,1422491,851,Petrol
2475,Volkswagen Tiguan S,Volkswagen,2023,1234110,24279,Petrol
2476,MG Hector EX,MG,2019,918198,84107,Petrol
2477,Maruti Dzire ZX,Maruti,2025,1121976,7329,Petrol
2478,Toyota Innova Crysta,Toyota,2019,825063,31591,Petrol
2479,Skoda Kushaq ZX,Skoda,2021,662320,16271,Diesel
2480,Nissan Magnite LXi,Nissan,2025,844062,11876,Electric
2481,Tata Safari LXi,Tata,2023,5825119,5226,Petrol
2482,Kia Seltos ZX,Kia,2021,1283152,44767,Diesel
2483,Skoda Kushaq ZXi,Skoda,2025,1392597,5268,Petrol
2484,Nissan Kicks ZXi,Nissan,2022,1033763,36865,Diesel
2485,Skoda Kodiaq LXi,Skoda,2026,1084986,1981,CNG
2486,Volkswagen Virtus LXi,Volkswagen,2024,1807161,6552,Petrol
2487,Maruti Fronx VXi,Maruti,2024,763157,8976,Electric
2488,Skoda Kodiaq ZXi,Skoda,2026,964986,1572,Diesel
2489,Mahindra Thar SX,Mahindra,2024,1097558,15839,Diesel
2490,Volkswagen Tiguan EX,Volkswagen,2022,1174207,50348,Petrol
2491,Volkswagen Taigun S,Volkswagen,2021,826293,32984,Diesel
2492,Kia EV6 ZXi,Kia,2021,740130,38507,Petrol
2493,Skoda Kodiaq S,Skoda,2023,1222091,26504,Diesel
2494,Kia Carens VXi,Kia,2020,1313660,34533,Diesel
2495,Renault Kiger VXi,Renault,2026,965959,784,Electric
2496,Mahindra Thar S,Mahindra,2026,1186214,658,CNG
2497,Maruti S-Cross ZX,Maruti,2025,1510725,11033,CNG
2498,Renault Kwid EX,Renault,2023,437410,10626,Petrol
2499,Nissan Magnite Top,Nissan,2026,1033431,1302,Diesel
2500,Volkswagen Taigun VXi,Volkswagen,2026,1448963,3776,Electric
2501,Tata Safari SX,Tata,2020,4226456,81255,Diesel
2502,Kia EV6 S,Kia,2023,804656,41915,Diesel
2503,Kia Sonet SX,Kia,2021,2442918,9090,Diesel
2504,Maruti WagonR EX,Maruti,2023,853799,1202,Petrol
2505,Mahindra Scorpio N,Mahindra,2020,689960,16877,CNG
2506,Maruti Grand Vitara,Maruti,2019,736120,76322,Diesel
2507,Nissan Kicks ZX,Nissan,2022,771354,19116,Diesel
2508,Volkswagen Tiguan SX(O),Volkswagen,2024,726642,13160,Diesel
2509,MG Astor EX,MG,2024,838695,20686,Electric
2510,Kia Sonet VXi,Kia,2022,1509841,17274,Diesel
2511,Tata Altroz ZXi,Tata,2024,934971,21969,Diesel
2512,MG ZS EV,MG,2023,1018928,35965,Diesel
2513,Kia Sonet VXi,Kia,2025,1776534,4316,Diesel
2514,Tata Tigor Top,Tata,2025,1147012,804,Petrol
2515,Honda City ZXi,Honda,2022,1856197,55632,Diesel
2516,Volkswagen Taigun SX(O),Volkswagen,2026,851561,4454,Electric
2517,Hyundai Alcazar ZXi,Hyundai,2025,1292088,16823,Electric
2518,MG Hector Top,MG,2023,1114813,2173,Diesel
